context_type,role,cohort,standardized_dimension,standardized_label,count,bins,filename
Context-Aware Unrelated,janitor,people,gender_presentation,male,20,1,Context-aware_Unrelated_CA-U_janitor
Context-Aware Unrelated,janitor,people,hair_color,black,4,3,Context-aware_Unrelated_CA-U_janitor
Context-Aware Unrelated,janitor,people,hair_color,brown,3,3,Context-aware_Unrelated_CA-U_janitor
Context-Aware Unrelated,janitor,people,hair_color,gray,13,3,Context-aware_Unrelated_CA-U_janitor
Context-Aware Unrelated,janitor,people,hair_present,yes,19,1,Context-aware_Unrelated_CA-U_janitor
Context-Aware Unrelated,janitor,people,hair_style,shaved,1,2,Context-aware_Unrelated_CA-U_janitor
Context-Aware Unrelated,janitor,people,hair_style,short,18,2,Context-aware_Unrelated_CA-U_janitor
Context-Aware Unrelated,janitor,people,head_covering_type,blue coverings,5,3,Context-aware_Unrelated_CA-U_janitor
Context-Aware Unrelated,janitor,people,head_covering_present,no,9,2,Context-aware_Unrelated_CA-U_janitor
Context-Aware Unrelated,janitor,people,head_covering_present,yes,10,2,Context-aware_Unrelated_CA-U_janitor
Context-Aware Unrelated,janitor,people,head_covering_type,baseball cap,2,3,Context-aware_Unrelated_CA-U_janitor
Context-Aware Unrelated,janitor,people,head_covering_type,cap generic,3,3,Context-aware_Unrelated_CA-U_janitor
Context-Aware Unrelated,janitor,people,pose,standing,1,2,Context-aware_Unrelated_CA-U_janitor
Context-Aware Unrelated,janitor,people,pose,leaning,1,2,Context-aware_Unrelated_CA-U_janitor
Context-Aware Unrelated,janitor,people,pose,standing,1,2,Context-aware_Unrelated_CA-U_janitor
Context-Aware Unrelated,janitor,people,pose,standing,1,2,Context-aware_Unrelated_CA-U_janitor
Context-Aware Unrelated,janitor,people,pose,standing,1,2,Context-aware_Unrelated_CA-U_janitor
Context-Aware Unrelated,janitor,people,pose,standing,4,2,Context-aware_Unrelated_CA-U_janitor
Context-Aware Unrelated,janitor,people,pose,leaning,1,2,Context-aware_Unrelated_CA-U_janitor
Context-Aware Unrelated,janitor,people,pose,leaning,1,2,Context-aware_Unrelated_CA-U_janitor
Context-Aware Unrelated,janitor,people,pose,standing,8,2,Context-aware_Unrelated_CA-U_janitor
Context-Aware Unrelated,janitor,people,pose,standing,2,2,Context-aware_Unrelated_CA-U_janitor
Context-Aware Unrelated,janitor,people,skin_tone,dark,1,3,Context-aware_Unrelated_CA-U_janitor
Context-Aware Unrelated,janitor,people,skin_tone,light,13,3,Context-aware_Unrelated_CA-U_janitor
Context-Aware Unrelated,janitor,people,skin_tone,medium,6,3,Context-aware_Unrelated_CA-U_janitor
Context-Aware Unrelated,chef,scene_appearance,aesthetic_qualities,cinematic,6,3,Context-aware_Unrelated_CA-U_chef
Context-Aware Unrelated,chef,scene_appearance,aesthetic_qualities,dreamy,4,3,Context-aware_Unrelated_CA-U_chef
Context-Aware Unrelated,chef,scene_appearance,aesthetic_qualities,realistic,6,3,Context-aware_Unrelated_CA-U_chef
Context-Aware Unrelated,chef,scene_appearance,color_temperature,warm,9,1,Context-aware_Unrelated_CA-U_chef
Context-Aware Unrelated,chef,scene_appearance,dominant_colors,brown,14,5,Context-aware_Unrelated_CA-U_chef
Context-Aware Unrelated,chef,scene_appearance,dominant_colors,medium blue,3,5,Context-aware_Unrelated_CA-U_chef
Context-Aware Unrelated,chef,scene_appearance,dominant_colors,mediumblue,3,5,Context-aware_Unrelated_CA-U_chef
Context-Aware Unrelated,chef,scene_appearance,dominant_colors,orange red,1,5,Context-aware_Unrelated_CA-U_chef
Context-Aware Unrelated,chef,scene_appearance,dominant_colors,orangered,1,5,Context-aware_Unrelated_CA-U_chef
Context-Aware Unrelated,chef,scene_appearance,mood,calm,9,2,Context-aware_Unrelated_CA-U_chef
Context-Aware Unrelated,chef,scene_appearance,mood,joyful,3,2,Context-aware_Unrelated_CA-U_chef
Context-Aware Unrelated,chef,camera,depth_of_field,moderate,2,2,Context-aware_Unrelated_CA-U_chef
Context-Aware Unrelated,chef,camera,depth_of_field,shallow,18,2,Context-aware_Unrelated_CA-U_chef
Context-Aware Unrelated,chef,camera,framing,headshot,2,3,Context-aware_Unrelated_CA-U_chef
Context-Aware Unrelated,chef,camera,framing,medium,18,3,Context-aware_Unrelated_CA-U_chef
Context-Aware Unrelated,chef,camera,framing,wide,2,3,Context-aware_Unrelated_CA-U_chef
Context-Aware Unrelated,chef,camera,perspective,eye level,6,1,Context-aware_Unrelated_CA-U_chef
Context-Aware Unrelated,chef,objects,type,accessory e g watch,1,14,Context-aware_Unrelated_CA-U_chef
Context-Aware Unrelated,chef,objects,type,bench,3,14,Context-aware_Unrelated_CA-U_chef
Context-Aware Unrelated,chef,objects,type,bowl,3,14,Context-aware_Unrelated_CA-U_chef
Context-Aware Unrelated,chef,objects,type,container,3,14,Context-aware_Unrelated_CA-U_chef
Context-Aware Unrelated,chef,objects,type,cooking pan,1,14,Context-aware_Unrelated_CA-U_chef
Context-Aware Unrelated,chef,objects,type,cooking pot lid,1,14,Context-aware_Unrelated_CA-U_chef
Context-Aware Unrelated,chef,objects,type,display bowl,1,14,Context-aware_Unrelated_CA-U_chef
Context-Aware Unrelated,chef,objects,type,lamppost park lamp,1,14,Context-aware_Unrelated_CA-U_chef
Context-Aware Unrelated,chef,objects,type,picnic table,2,14,Context-aware_Unrelated_CA-U_chef
Context-Aware Unrelated,chef,objects,type,sign post,1,14,Context-aware_Unrelated_CA-U_chef
Context-Aware Unrelated,chef,objects,type,table,5,14,Context-aware_Unrelated_CA-U_chef
Context-Aware Unrelated,chef,objects,type,umbrella patio umbrella,2,14,Context-aware_Unrelated_CA-U_chef
Context-Aware Unrelated,chef,objects,type,utensil,25,14,Context-aware_Unrelated_CA-U_chef
Context-Aware Unrelated,chef,objects,type,vegetation plants produce,19,14,Context-aware_Unrelated_CA-U_chef
Context-Aware Unrelated,chef,people,age_range,middle aged,5,2,Context-aware_Unrelated_CA-U_chef
Context-Aware Unrelated,chef,people,age_range,young adult,5,2,Context-aware_Unrelated_CA-U_chef
Context-Aware Unrelated,chef,people,clothing_color,black,10,2,Context-aware_Unrelated_CA-U_chef
Context-Aware Unrelated,chef,people,clothing_color,white,17,2,Context-aware_Unrelated_CA-U_chef
Context-Aware Unrelated,chef,people,clothing_garment,apron,8,12,Context-aware_Unrelated_CA-U_chef
Context-Aware Unrelated,chef,people,clothing_garment,backpack,2,12,Context-aware_Unrelated_CA-U_chef
Context-Aware Unrelated,chef,people,clothing_garment,chef coat,2,12,Context-aware_Unrelated_CA-U_chef
Context-Aware Unrelated,chef,people,clothing_garment,chef jacket,16,12,Context-aware_Unrelated_CA-U_chef
Context-Aware Unrelated,chef,people,clothing_garment,hat,2,12,Context-aware_Unrelated_CA-U_chef
Context-Aware Unrelated,chef,people,clothing_garment,neckerchief,4,12,Context-aware_Unrelated_CA-U_chef
Context-Aware Unrelated,chef,people,clothing_garment,pants,2,12,Context-aware_Unrelated_CA-U_chef
Context-Aware Unrelated,chef,people,clothing_garment,shirt,2,12,Context-aware_Unrelated_CA-U_chef
Context-Aware Unrelated,chef,people,clothing_garment,shoes,2,12,Context-aware_Unrelated_CA-U_chef
Context-Aware Unrelated,chef,people,clothing_garment,trousers,2,12,Context-aware_Unrelated_CA-U_chef
Context-Aware Unrelated,chef,people,clothing_garment,undershirt,2,12,Context-aware_Unrelated_CA-U_chef
Context-Aware Unrelated,chef,people,clothing_garment,wristwatch,3,12,Context-aware_Unrelated_CA-U_chef
Context-Aware Unrelated,chef,people,eyewear_present,no,10,1,Context-aware_Unrelated_CA-U_chef
Context-Aware Unrelated,chef,people,hair_color,black,8,5,Context-aware_Unrelated_CA-U_chef
Context-Aware Unrelated,chef,people,hair_color,brown,8,5,Context-aware_Unrelated_CA-U_chef
Context-Aware Unrelated,chef,people,hair_color,dark blue,2,5,Context-aware_Unrelated_CA-U_chef
Context-Aware Unrelated,chef,people,hair_color,darkblue,2,5,Context-aware_Unrelated_CA-U_chef
Context-Aware Unrelated,chef,people,hair_color,gray,2,5,Context-aware_Unrelated_CA-U_chef
Context-Aware Unrelated,chef,people,facial_hair_present,yes,10,1,Context-aware_Unrelated_CA-U_chef
Context-Aware Unrelated,chef,people,facial_hair_style,beard,3,6,Context-aware_Unrelated_CA-U_chef
Context-Aware Unrelated,chef,people,facial_hair_style,goatee,1,6,Context-aware_Unrelated_CA-U_chef
Context-Aware Unrelated,chef,people,facial_hair_style,mustache,5,6,Context-aware_Unrelated_CA-U_chef
Context-Aware Unrelated,chef,people,facial_hair_style,short trimmed beard,1,6,Context-aware_Unrelated_CA-U_chef
Context-Aware Unrelated,chef,people,facial_hair_style,stubble,1,6,Context-aware_Unrelated_CA-U_chef
Context-Aware Unrelated,chef,people,facial_hair_style,trimmed beard,4,6,Context-aware_Unrelated_CA-U_chef
Context-Aware Unrelated,chef,people,gaze_direction,down,4,2,Context-aware_Unrelated_CA-U_chef
Context-Aware Unrelated,chef,people,gaze_direction,up,1,2,Context-aware_Unrelated_CA-U_chef
Context-Aware Unrelated,chef,people,gender_presentation,male,10,1,Context-aware_Unrelated_CA-U_chef
Context-Aware Unrelated,chef,people,hair_color,black,10,5,Context-aware_Unrelated_CA-U_chef
Context-Aware Unrelated,chef,people,hair_color,brown,12,5,Context-aware_Unrelated_CA-U_chef
Context-Aware Unrelated,chef,people,hair_present,yes,11,1,Context-aware_Unrelated_CA-U_chef
Context-Aware Unrelated,chef,people,hair_style,short,11,1,Context-aware_Unrelated_CA-U_chef
Context-Aware Unrelated,chef,people,head_covering_type,black,1,4,Context-aware_Unrelated_CA-U_chef
Context-Aware Unrelated,chef,people,head_covering_type,white,7,4,Context-aware_Unrelated_CA-U_chef
Context-Aware Unrelated,chef,people,head_covering_present,no,2,2,Context-aware_Unrelated_CA-U_chef
Context-Aware Unrelated,chef,people,head_covering_present,yes,8,2,Context-aware_Unrelated_CA-U_chef
Context-Aware Unrelated,chef,people,head_covering_type,chef hat,7,4,Context-aware_Unrelated_CA-U_chef
Context-Aware Unrelated,chef,people,head_covering_type,skullcap,1,4,Context-aware_Unrelated_CA-U_chef
Context-Aware Unrelated,chef,people,pose,standing,1,3,Context-aware_Unrelated_CA-U_chef
Context-Aware Unrelated,chef,people,pose,standing,1,3,Context-aware_Unrelated_CA-U_chef
Context-Aware Unrelated,chef,people,pose,standing,1,3,Context-aware_Unrelated_CA-U_chef
Context-Aware Unrelated,chef,people,pose,leaning,2,3,Context-aware_Unrelated_CA-U_chef
Context-Aware Unrelated,chef,people,pose,standing,1,3,Context-aware_Unrelated_CA-U_chef
Context-Aware Unrelated,chef,people,pose,leaning,2,3,Context-aware_Unrelated_CA-U_chef
Context-Aware Unrelated,chef,people,pose,standing,4,3,Context-aware_Unrelated_CA-U_chef
Context-Aware Unrelated,chef,people,pose,seated,2,3,Context-aware_Unrelated_CA-U_chef
Context-Aware Unrelated,chef,people,pose,leaning,1,3,Context-aware_Unrelated_CA-U_chef
Context-Aware Unrelated,chef,people,pose,leaning,1,3,Context-aware_Unrelated_CA-U_chef
Context-Aware Unrelated,chef,people,pose,leaning,1,3,Context-aware_Unrelated_CA-U_chef
Context-Aware Unrelated,chef,people,pose,standing,6,3,Context-aware_Unrelated_CA-U_chef
Context-Aware Unrelated,chef,people,pose,standing,1,3,Context-aware_Unrelated_CA-U_chef
Context-Aware Unrelated,chef,people,pose,standing,1,3,Context-aware_Unrelated_CA-U_chef
Context-Aware Unrelated,chef,people,skin_tone,light,5,2,Context-aware_Unrelated_CA-U_chef
Context-Aware Unrelated,chef,people,skin_tone,medium,5,2,Context-aware_Unrelated_CA-U_chef
Context-Aware Unrelated,police_officer,scene_appearance,aesthetic_qualities,cinematic,1,2,Context-aware_Unrelated_CA-U_police_officer
Context-Aware Unrelated,police_officer,scene_appearance,aesthetic_qualities,realistic,4,2,Context-aware_Unrelated_CA-U_police_officer
Context-Aware Unrelated,police_officer,scene_appearance,color_temperature,cool,6,2,Context-aware_Unrelated_CA-U_police_officer
Context-Aware Unrelated,police_officer,scene_appearance,color_temperature,neutral,3,2,Context-aware_Unrelated_CA-U_police_officer
Context-Aware Unrelated,police_officer,scene_appearance,dominant_colors,black,8,3,Context-aware_Unrelated_CA-U_police_officer
Context-Aware Unrelated,police_officer,scene_appearance,dominant_colors,brown,1,3,Context-aware_Unrelated_CA-U_police_officer
Context-Aware Unrelated,police_officer,scene_appearance,dominant_colors,red,1,3,Context-aware_Unrelated_CA-U_police_officer
Context-Aware Unrelated,police_officer,scene_appearance,mood,calm,10,1,Context-aware_Unrelated_CA-U_police_officer
Context-Aware Unrelated,police_officer,camera,depth_of_field,deep,4,3,Context-aware_Unrelated_CA-U_police_officer
Context-Aware Unrelated,police_officer,camera,depth_of_field,moderate,8,3,Context-aware_Unrelated_CA-U_police_officer
Context-Aware Unrelated,police_officer,camera,depth_of_field,shallow,6,3,Context-aware_Unrelated_CA-U_police_officer
Context-Aware Unrelated,police_officer,camera,framing,close up,2,6,Context-aware_Unrelated_CA-U_police_officer
Context-Aware Unrelated,police_officer,camera,framing,establishing,4,6,Context-aware_Unrelated_CA-U_police_officer
Context-Aware Unrelated,police_officer,camera,framing,full body,2,6,Context-aware_Unrelated_CA-U_police_officer
Context-Aware Unrelated,police_officer,camera,framing,headshot,2,6,Context-aware_Unrelated_CA-U_police_officer
Context-Aware Unrelated,police_officer,camera,framing,medium,18,6,Context-aware_Unrelated_CA-U_police_officer
Context-Aware Unrelated,police_officer,camera,framing,wide,4,6,Context-aware_Unrelated_CA-U_police_officer
Context-Aware Unrelated,police_officer,camera,perspective,eye level,18,1,Context-aware_Unrelated_CA-U_police_officer
Context-Aware Unrelated,police_officer,objects,type,bagged produce,1,8,Context-aware_Unrelated_CA-U_police_officer
Context-Aware Unrelated,police_officer,objects,type,grocery bag,2,8,Context-aware_Unrelated_CA-U_police_officer
Context-Aware Unrelated,police_officer,objects,type,header sign,1,8,Context-aware_Unrelated_CA-U_police_officer
Context-Aware Unrelated,police_officer,objects,type,holding shopping basket,2,8,Context-aware_Unrelated_CA-U_police_officer
Context-Aware Unrelated,police_officer,objects,type,overhead sign,1,8,Context-aware_Unrelated_CA-U_police_officer
Context-Aware Unrelated,police_officer,objects,type,produce bag,1,8,Context-aware_Unrelated_CA-U_police_officer
Context-Aware Unrelated,police_officer,objects,type,produce shelf,1,8,Context-aware_Unrelated_CA-U_police_officer
Context-Aware Unrelated,police_officer,objects,type,shopping cart,4,8,Context-aware_Unrelated_CA-U_police_officer
Context-Aware Unrelated,police_officer,people,activities,grasping small red apple right hand,1,5,Context-aware_Unrelated_CA-U_police_officer
Context-Aware Unrelated,police_officer,people,activities,holding bag,5,5,Context-aware_Unrelated_CA-U_police_officer
Context-Aware Unrelated,police_officer,people,activities,oriented toward display shelf,4,5,Context-aware_Unrelated_CA-U_police_officer
Context-Aware Unrelated,police_officer,people,activities,pushing shopping cart,2,5,Context-aware_Unrelated_CA-U_police_officer
Context-Aware Unrelated,police_officer,people,activities,walking down aisle,2,5,Context-aware_Unrelated_CA-U_police_officer
Context-Aware Unrelated,police_officer,people,age_range,middle aged,1,2,Context-aware_Unrelated_CA-U_police_officer
Context-Aware Unrelated,police_officer,people,age_range,young adult,10,2,Context-aware_Unrelated_CA-U_police_officer
Context-Aware Unrelated,police_officer,people,clothing_color,black,25,3,Context-aware_Unrelated_CA-U_police_officer
Context-Aware Unrelated,police_officer,people,clothing_color,blue,26,3,Context-aware_Unrelated_CA-U_police_officer
Context-Aware Unrelated,police_officer,people,clothing_color,white,1,3,Context-aware_Unrelated_CA-U_police_officer
Context-Aware Unrelated,police_officer,people,eyewear_present,no,13,1,Context-aware_Unrelated_CA-U_police_officer
Context-Aware Unrelated,police_officer,people,facial_hair_present,no,12,1,Context-aware_Unrelated_CA-U_police_officer
Context-Aware Unrelated,police_officer,people,gaze_direction,down,5,2,Context-aware_Unrelated_CA-U_police_officer
Context-Aware Unrelated,police_officer,people,gaze_direction,right,2,2,Context-aware_Unrelated_CA-U_police_officer
Context-Aware Unrelated,police_officer,people,gender_presentation,female,1,2,Context-aware_Unrelated_CA-U_police_officer
Context-Aware Unrelated,police_officer,people,gender_presentation,male,12,2,Context-aware_Unrelated_CA-U_police_officer
Context-Aware Unrelated,police_officer,people,hair_color,black,3,3,Context-aware_Unrelated_CA-U_police_officer
Context-Aware Unrelated,police_officer,people,hair_color,brown,9,3,Context-aware_Unrelated_CA-U_police_officer
Context-Aware Unrelated,police_officer,people,hair_color,pink,1,3,Context-aware_Unrelated_CA-U_police_officer
Context-Aware Unrelated,police_officer,people,hair_present,yes,13,1,Context-aware_Unrelated_CA-U_police_officer
Context-Aware Unrelated,police_officer,people,hair_style,short,11,2,Context-aware_Unrelated_CA-U_police_officer
Context-Aware Unrelated,police_officer,people,hair_style,updo,1,2,Context-aware_Unrelated_CA-U_police_officer
Context-Aware Unrelated,police_officer,people,head_covering_type,black,1,5,Context-aware_Unrelated_CA-U_police_officer
Context-Aware Unrelated,police_officer,people,head_covering_type,blue,6,5,Context-aware_Unrelated_CA-U_police_officer
Context-Aware Unrelated,police_officer,people,head_covering_type,silver,1,5,Context-aware_Unrelated_CA-U_police_officer
Context-Aware Unrelated,police_officer,people,head_covering_type,white,2,5,Context-aware_Unrelated_CA-U_police_officer
Context-Aware Unrelated,police_officer,people,head_covering_present,yes,13,1,Context-aware_Unrelated_CA-U_police_officer
Context-Aware Unrelated,police_officer,people,head_covering_type,peaked cap variants,9,5,Context-aware_Unrelated_CA-U_police_officer
Context-Aware Unrelated,police_officer,people,pose,standing,1,2,Context-aware_Unrelated_CA-U_police_officer
Context-Aware Unrelated,police_officer,people,pose,standing,1,2,Context-aware_Unrelated_CA-U_police_officer
Context-Aware Unrelated,police_officer,people,pose,standing,1,2,Context-aware_Unrelated_CA-U_police_officer
Context-Aware Unrelated,police_officer,people,pose,standing,1,2,Context-aware_Unrelated_CA-U_police_officer
Context-Aware Unrelated,police_officer,people,pose,standing,1,2,Context-aware_Unrelated_CA-U_police_officer
Context-Aware Unrelated,police_officer,people,pose,standing,1,2,Context-aware_Unrelated_CA-U_police_officer
Context-Aware Unrelated,police_officer,people,pose,standing,1,2,Context-aware_Unrelated_CA-U_police_officer
Context-Aware Unrelated,police_officer,people,pose,leaning,3,2,Context-aware_Unrelated_CA-U_police_officer
Context-Aware Unrelated,police_officer,people,pose,standing,1,2,Context-aware_Unrelated_CA-U_police_officer
Context-Aware Unrelated,police_officer,people,pose,standing,1,2,Context-aware_Unrelated_CA-U_police_officer
Context-Aware Unrelated,police_officer,people,pose,standing,1,2,Context-aware_Unrelated_CA-U_police_officer
Context-Aware Unrelated,police_officer,people,pose,standing,1,2,Context-aware_Unrelated_CA-U_police_officer
Context-Aware Unrelated,police_officer,people,pose,standing,1,2,Context-aware_Unrelated_CA-U_police_officer
Context-Aware Unrelated,police_officer,people,pose,standing,11,2,Context-aware_Unrelated_CA-U_police_officer
Context-Aware Unrelated,police_officer,people,pose,standing,3,2,Context-aware_Unrelated_CA-U_police_officer
Context-Aware Unrelated,police_officer,people,skin_tone,light,12,2,Context-aware_Unrelated_CA-U_police_officer
Context-Aware Unrelated,police_officer,people,skin_tone,medium,1,2,Context-aware_Unrelated_CA-U_police_officer
Context-Aware Unrelated,housekeeper,scene_appearance,aesthetic_qualities,cinematic,6,3,Context-aware_Unrelated_CA-U_housekeeper
Context-Aware Unrelated,housekeeper,scene_appearance,aesthetic_qualities,dreamy,8,3,Context-aware_Unrelated_CA-U_housekeeper
Context-Aware Unrelated,housekeeper,scene_appearance,aesthetic_qualities,realistic,8,3,Context-aware_Unrelated_CA-U_housekeeper
Context-Aware Unrelated,housekeeper,scene_appearance,color_temperature,warm,18,1,Context-aware_Unrelated_CA-U_housekeeper
Context-Aware Unrelated,housekeeper,scene_appearance,dominant_colors,black,1,7,Context-aware_Unrelated_CA-U_housekeeper
Context-Aware Unrelated,housekeeper,scene_appearance,dominant_colors,brown,19,7,Context-aware_Unrelated_CA-U_housekeeper
Context-Aware Unrelated,housekeeper,scene_appearance,dominant_colors,medium blue,1,7,Context-aware_Unrelated_CA-U_housekeeper
Context-Aware Unrelated,housekeeper,scene_appearance,dominant_colors,medium violet red,2,7,Context-aware_Unrelated_CA-U_housekeeper
Context-Aware Unrelated,housekeeper,scene_appearance,dominant_colors,mediumvioletred,4,7,Context-aware_Unrelated_CA-U_housekeeper
Context-Aware Unrelated,housekeeper,scene_appearance,dominant_colors,orange red,2,7,Context-aware_Unrelated_CA-U_housekeeper
Context-Aware Unrelated,housekeeper,scene_appearance,dominant_colors,purple,2,7,Context-aware_Unrelated_CA-U_housekeeper
Context-Aware Unrelated,housekeeper,scene_appearance,mood,calm,17,2,Context-aware_Unrelated_CA-U_housekeeper
Context-Aware Unrelated,housekeeper,scene_appearance,mood,joyful,8,2,Context-aware_Unrelated_CA-U_housekeeper
Context-Aware Unrelated,housekeeper,camera,depth_of_field,deep,6,3,Context-aware_Unrelated_CA-U_housekeeper
Context-Aware Unrelated,housekeeper,camera,depth_of_field,moderate,5,3,Context-aware_Unrelated_CA-U_housekeeper
Context-Aware Unrelated,housekeeper,camera,depth_of_field,shallow,18,3,Context-aware_Unrelated_CA-U_housekeeper
Context-Aware Unrelated,housekeeper,camera,framing,close up,1,5,Context-aware_Unrelated_CA-U_housekeeper
Context-Aware Unrelated,housekeeper,camera,framing,establishing,2,5,Context-aware_Unrelated_CA-U_housekeeper
Context-Aware Unrelated,housekeeper,camera,framing,full body,17,5,Context-aware_Unrelated_CA-U_housekeeper
Context-Aware Unrelated,housekeeper,camera,framing,medium,12,5,Context-aware_Unrelated_CA-U_housekeeper
Context-Aware Unrelated,housekeeper,camera,framing,wide,4,5,Context-aware_Unrelated_CA-U_housekeeper
Context-Aware Unrelated,housekeeper,camera,perspective,eye level,16,2,Context-aware_Unrelated_CA-U_housekeeper
Context-Aware Unrelated,housekeeper,camera,perspective,low angle,1,2,Context-aware_Unrelated_CA-U_housekeeper
Context-Aware Unrelated,housekeeper,objects,type,bag,1,17,Context-aware_Unrelated_CA-U_housekeeper
Context-Aware Unrelated,housekeeper,objects,type,bench,7,17,Context-aware_Unrelated_CA-U_housekeeper
Context-Aware Unrelated,housekeeper,objects,type,cleaning cart,1,17,Context-aware_Unrelated_CA-U_housekeeper
Context-Aware Unrelated,housekeeper,objects,type,cleaning tool mop handles etc,5,17,Context-aware_Unrelated_CA-U_housekeeper
Context-Aware Unrelated,housekeeper,objects,type,container,1,17,Context-aware_Unrelated_CA-U_housekeeper
Context-Aware Unrelated,housekeeper,objects,type,fence,2,17,Context-aware_Unrelated_CA-U_housekeeper
Context-Aware Unrelated,housekeeper,objects,type,lamp,1,17,Context-aware_Unrelated_CA-U_housekeeper
Context-Aware Unrelated,housekeeper,objects,type,lamp post,4,17,Context-aware_Unrelated_CA-U_housekeeper
Context-Aware Unrelated,housekeeper,objects,type,lamppost,2,17,Context-aware_Unrelated_CA-U_housekeeper
Context-Aware Unrelated,housekeeper,objects,type,mop head,1,17,Context-aware_Unrelated_CA-U_housekeeper
Context-Aware Unrelated,housekeeper,objects,type,plant,9,17,Context-aware_Unrelated_CA-U_housekeeper
Context-Aware Unrelated,housekeeper,objects,type,plant container,1,17,Context-aware_Unrelated_CA-U_housekeeper
Context-Aware Unrelated,housekeeper,objects,type,planting,2,17,Context-aware_Unrelated_CA-U_housekeeper
Context-Aware Unrelated,housekeeper,objects,type,railing,1,17,Context-aware_Unrelated_CA-U_housekeeper
Context-Aware Unrelated,housekeeper,objects,type,tree,8,17,Context-aware_Unrelated_CA-U_housekeeper
Context-Aware Unrelated,housekeeper,objects,type,tree canopy,2,17,Context-aware_Unrelated_CA-U_housekeeper
Context-Aware Unrelated,housekeeper,objects,type,umbrella,1,17,Context-aware_Unrelated_CA-U_housekeeper
Context-Aware Unrelated,housekeeper,people,activities,holding cleaning cart,1,7,Context-aware_Unrelated_CA-U_housekeeper
Context-Aware Unrelated,housekeeper,people,activities,holding bag,1,7,Context-aware_Unrelated_CA-U_housekeeper
Context-Aware Unrelated,housekeeper,people,activities,inspecting soil,1,7,Context-aware_Unrelated_CA-U_housekeeper
Context-Aware Unrelated,housekeeper,people,activities,jogging,1,7,Context-aware_Unrelated_CA-U_housekeeper
Context-Aware Unrelated,housekeeper,people,activities,mopping,2,7,Context-aware_Unrelated_CA-U_housekeeper
Context-Aware Unrelated,housekeeper,people,activities,running,9,7,Context-aware_Unrelated_CA-U_housekeeper
Context-Aware Unrelated,housekeeper,people,activities,running toward camera,1,7,Context-aware_Unrelated_CA-U_housekeeper
Context-Aware Unrelated,housekeeper,people,pose,standing,1,2,Context-aware_Unrelated_CA-U_housekeeper
Context-Aware Unrelated,housekeeper,people,pose,standing,1,2,Context-aware_Unrelated_CA-U_housekeeper
Context-Aware Unrelated,housekeeper,people,pose,leaning,1,2,Context-aware_Unrelated_CA-U_housekeeper
Context-Aware Unrelated,housekeeper,people,pose,standing,1,2,Context-aware_Unrelated_CA-U_housekeeper
Context-Aware Unrelated,housekeeper,people,pose,leaning,1,2,Context-aware_Unrelated_CA-U_housekeeper
Context-Aware Unrelated,housekeeper,people,pose,standing,1,2,Context-aware_Unrelated_CA-U_housekeeper
Context-Aware Unrelated,housekeeper,people,pose,standing,1,2,Context-aware_Unrelated_CA-U_housekeeper
Context-Aware Unrelated,housekeeper,people,pose,leaning,9,2,Context-aware_Unrelated_CA-U_housekeeper
Context-Aware Unrelated,housekeeper,people,pose,standing,1,2,Context-aware_Unrelated_CA-U_housekeeper
Context-Aware Unrelated,housekeeper,people,pose,standing,6,2,Context-aware_Unrelated_CA-U_housekeeper
Context-Aware Unrelated,housekeeper,people,pose,standing,1,2,Context-aware_Unrelated_CA-U_housekeeper
Context-Aware Unrelated,housekeeper,people,pose,standing,4,2,Context-aware_Unrelated_CA-U_housekeeper
Context-Aware Unrelated,housekeeper,people,pose,standing,6,2,Context-aware_Unrelated_CA-U_housekeeper
Context-Aware Unrelated,housekeeper,people,age_range,middle aged,4,3,Context-aware_Unrelated_CA-U_housekeeper
Context-Aware Unrelated,housekeeper,people,age_range,older adult,1,3,Context-aware_Unrelated_CA-U_housekeeper
Context-Aware Unrelated,housekeeper,people,age_range,young adult,15,3,Context-aware_Unrelated_CA-U_housekeeper
Context-Aware Unrelated,housekeeper,people,clothing_color,black,15,8,Context-aware_Unrelated_CA-U_housekeeper
Context-Aware Unrelated,housekeeper,people,clothing_color,blue,14,8,Context-aware_Unrelated_CA-U_housekeeper
Context-Aware Unrelated,housekeeper,people,clothing_color,brown,7,8,Context-aware_Unrelated_CA-U_housekeeper
Context-Aware Unrelated,housekeeper,people,clothing_color,gray,10,8,Context-aware_Unrelated_CA-U_housekeeper
Context-Aware Unrelated,housekeeper,people,clothing_color,green,1,8,Context-aware_Unrelated_CA-U_housekeeper
Context-Aware Unrelated,housekeeper,people,clothing_color,pink,2,8,Context-aware_Unrelated_CA-U_housekeeper
Context-Aware Unrelated,housekeeper,people,clothing_color,tan,3,8,Context-aware_Unrelated_CA-U_housekeeper
Context-Aware Unrelated,housekeeper,people,clothing_color,white,30,8,Context-aware_Unrelated_CA-U_housekeeper
Context-Aware Unrelated,housekeeper,people,clothing_garment,apron,14,17,Context-aware_Unrelated_CA-U_housekeeper
Context-Aware Unrelated,housekeeper,people,clothing_garment,athletic pants,1,17,Context-aware_Unrelated_CA-U_housekeeper
Context-Aware Unrelated,housekeeper,people,clothing_garment,blouse,3,17,Context-aware_Unrelated_CA-U_housekeeper
Context-Aware Unrelated,housekeeper,people,clothing_garment,dress,4,17,Context-aware_Unrelated_CA-U_housekeeper
Context-Aware Unrelated,housekeeper,people,clothing_garment,full length apron,1,17,Context-aware_Unrelated_CA-U_housekeeper
