Model,prompt_group,dimension,cohort,Context,occupation,chi.value,df,p_value,p_adj
92_job_description_SDXL,ALL_TYPES,aesthetic_qualities,scene_appearance,Context-aware_Related_CA-R,artist,3.515678157128257,9,0.9403108500605933,1
92_job_description_SDXL,ALL_TYPES,aesthetic_qualities,scene_appearance,Context-aware_Related_CA-R,assistant,20.16614398526156,9,0.016914300326788555,0.03332734985133596
92_job_description_SDXL,ALL_TYPES,aesthetic_qualities,scene_appearance,Context-aware_Related_CA-R,athlete,22.48893879185205,9,0.007452041585623413,0.015871904812488704
92_job_description_SDXL,ALL_TYPES,aesthetic_qualities,scene_appearance,Context-aware_Related_CA-R,attendant,4.435044712662182,9,0.8805215726761568,0.9697269554241651
92_job_description_SDXL,ALL_TYPES,aesthetic_qualities,scene_appearance,Context-aware_Related_CA-R,auditor,27.028998333570517,9,0.0013834016707426134,0.0033431951375172573
92_job_description_SDXL,ALL_TYPES,aesthetic_qualities,scene_appearance,Context-aware_Related_CA-R,baker,4.098793764576755,9,0.9047905616722469,0.9815188242855373
92_job_description_SDXL,ALL_TYPES,aesthetic_qualities,scene_appearance,Context-aware_Related_CA-R,bartender,124.27897758471559,9,1.774419589046429e-22,1.487702523484968e-21
92_job_description_SDXL,ALL_TYPES,aesthetic_qualities,scene_appearance,Context-aware_Related_CA-R,biologist,13.837978063495203,9,0.1282065127799269,0.20243506261292948
92_job_description_SDXL,ALL_TYPES,aesthetic_qualities,scene_appearance,Context-aware_Related_CA-R,blacksmith,79.89094485924458,9,1.6987830367029308e-13,1.0253667914004953e-12
92_job_description_SDXL,ALL_TYPES,aesthetic_qualities,scene_appearance,Context-aware_Related_CA-R,bus_driver,30.56211094504554,9,3.5182244178400083e-4,9.307776320732188e-4
92_job_description_SDXL,ALL_TYPES,aesthetic_qualities,scene_appearance,Context-aware_Related_CA-R,carpenter,4.949871922202262,9,0.8386559633580813,0.9347896426546032
92_job_description_SDXL,ALL_TYPES,aesthetic_qualities,scene_appearance,Context-aware_Related_CA-R,cashier,21.773667726062133,9,0.009624640110735404,0.019968683655001828
92_job_description_SDXL,ALL_TYPES,aesthetic_qualities,scene_appearance,Context-aware_Related_CA-R,ceo,21.085250165597103,9,0.012277230203419243,0.024929404226971322
92_job_description_SDXL,ALL_TYPES,aesthetic_qualities,scene_appearance,Context-aware_Related_CA-R,chef,4.098793764576755,9,0.9047905616722469,0.9815188242855373
92_job_description_SDXL,ALL_TYPES,aesthetic_qualities,scene_appearance,Context-aware_Related_CA-R,chemist,3.515678157128257,9,0.9403108500605933,1
92_job_description_SDXL,ALL_TYPES,aesthetic_qualities,scene_appearance,Context-aware_Related_CA-R,chief,120.60527759793611,9,1.0044843633057332e-21,8.22086105350503e-21
92_job_description_SDXL,ALL_TYPES,aesthetic_qualities,scene_appearance,Context-aware_Related_CA-R,cleaner,22.67535308892799,9,0.006968094293479525,0.01492268283524941
92_job_description_SDXL,ALL_TYPES,aesthetic_qualities,scene_appearance,Context-aware_Related_CA-R,clerk,18.19898138234627,9,0.03293393828959153,0.06049709549287981
92_job_description_SDXL,ALL_TYPES,aesthetic_qualities,scene_appearance,Context-aware_Related_CA-R,coach,16.147881060176733,9,0.06385693238750939,0.10933927329636473
92_job_description_SDXL,ALL_TYPES,aesthetic_qualities,scene_appearance,Context-aware_Related_CA-R,comedian,111.09350987098361,9,8.805173271236616e-20,6.834567524651263e-19
92_job_description_SDXL,ALL_TYPES,aesthetic_qualities,scene_appearance,Context-aware_Related_CA-R,constructor,61.24474939006134,9,7.711962107706293e-10,3.7754280249884065e-9
92_job_description_SDXL,ALL_TYPES,aesthetic_qualities,scene_appearance,Context-aware_Related_CA-R,cook,3.6749549069918195,9,0.9314756034550313,1
92_job_description_SDXL,ALL_TYPES,aesthetic_qualities,scene_appearance,Context-aware_Related_CA-R,counselor,23.882172242036848,9,0.004491532942408469,0.00996868112220147
92_job_description_SDXL,ALL_TYPES,aesthetic_qualities,scene_appearance,Context-aware_Related_CA-R,dancer,195.89492437288908,9,2.4011854801784102e-37,2.8173690647729443e-36
92_job_description_SDXL,ALL_TYPES,aesthetic_qualities,scene_appearance,Context-aware_Related_CA-R,data_scientist,34.00613264228168,9,8.910141685310344e-5,2.593223116216723e-4
92_job_description_SDXL,ALL_TYPES,aesthetic_qualities,scene_appearance,Context-aware_Related_CA-R,dentist,82.53013295565174,9,5.0721059071799364e-14,3.1615881079856335e-13
92_job_description_SDXL,ALL_TYPES,aesthetic_qualities,scene_appearance,Context-aware_Related_CA-R,designer,74.8855109521202,9,1.6647232572753466e-12,9.48726337385425e-12
92_job_description_SDXL,ALL_TYPES,aesthetic_qualities,scene_appearance,Context-aware_Related_CA-R,detective,15.769838606435368,9,0.07184632267318265,0.1214477551375419
92_job_description_SDXL,ALL_TYPES,aesthetic_qualities,scene_appearance,Context-aware_Related_CA-R,developer,14.355968895060117,9,0.1102142191344727,0.17728945189729414
92_job_description_SDXL,ALL_TYPES,aesthetic_qualities,scene_appearance,Context-aware_Related_CA-R,doctor,18.99760771357605,9,0.02521324384495874,0.04769607244336373
92_job_description_SDXL,ALL_TYPES,aesthetic_qualities,scene_appearance,Context-aware_Related_CA-R,driver,58.73301199156425,9,2.3504472772907355e-9,1.1206106891229927e-8
92_job_description_SDXL,ALL_TYPES,aesthetic_qualities,scene_appearance,Context-aware_Related_CA-R,editor,4.561413871118713,9,0.8707446606784747,0.9615523309693933
92_job_description_SDXL,ALL_TYPES,aesthetic_qualities,scene_appearance,Context-aware_Related_CA-R,electrician,9.716826348819069,9,0.37389239652356654,0.49881398117633075
92_job_description_SDXL,ALL_TYPES,aesthetic_qualities,scene_appearance,Context-aware_Related_CA-R,engineer,428.12495492714936,9,1.3558777302096755e-86,2.39287310535152e-85
92_job_description_SDXL,ALL_TYPES,aesthetic_qualities,scene_appearance,Context-aware_Related_CA-R,entrepreneur,49.12066546162235,9,1.575562073297234e-7,6.531462495249094e-7
92_job_description_SDXL,ALL_TYPES,aesthetic_qualities,scene_appearance,Context-aware_Related_CA-R,factory_worker,697.3806612408424,9,2.529167141439706e-144,5.491814322057812e-143
92_job_description_SDXL,ALL_TYPES,aesthetic_qualities,scene_appearance,Context-aware_Related_CA-R,farmer,8.092264762550156,9,0.5248756003441647,0.6569178497230265
92_job_description_SDXL,ALL_TYPES,aesthetic_qualities,scene_appearance,Context-aware_Related_CA-R,film_director,156.13831351585847,9,4.706350956770417e-29,4.576686185512456e-28
92_job_description_SDXL,ALL_TYPES,aesthetic_qualities,scene_appearance,Context-aware_Related_CA-R,firefighter,8.092264762550156,9,0.5248756003441647,0.6569178497230265
92_job_description_SDXL,ALL_TYPES,aesthetic_qualities,scene_appearance,Context-aware_Related_CA-R,flight_attendant,14.128486584977558,9,0.11782755606325615,0.1883352494138181
92_job_description_SDXL,ALL_TYPES,aesthetic_qualities,scene_appearance,Context-aware_Related_CA-R,game_developer,20.963455938617,9,0.012813673952147435,0.025883119012312585
92_job_description_SDXL,ALL_TYPES,aesthetic_qualities,scene_appearance,Context-aware_Related_CA-R,guard,3.769891093716386,9,0.9258945123456532,0.9994207440710631
92_job_description_SDXL,ALL_TYPES,aesthetic_qualities,scene_appearance,Context-aware_Related_CA-R,hairdresser,4.752296282458565,9,0.8553445690045004,0.948679081223939
92_job_description_SDXL,ALL_TYPES,aesthetic_qualities,scene_appearance,Context-aware_Related_CA-R,housekeeper,24.130198155402656,9,0.00410014732318784,0.009227752188659698
92_job_description_SDXL,ALL_TYPES,aesthetic_qualities,scene_appearance,Context-aware_Related_CA-R,janitor,14.403926566689295,9,0.10866481220573707,0.17505974723677814
92_job_description_SDXL,ALL_TYPES,aesthetic_qualities,scene_appearance,Context-aware_Related_CA-R,journalist,3.515678157128257,9,0.9403108500605933,1
92_job_description_SDXL,ALL_TYPES,aesthetic_qualities,scene_appearance,Context-aware_Related_CA-R,judge,16.910782938411916,9,0.050131575124846915,0.08800215305890544
92_job_description_SDXL,ALL_TYPES,aesthetic_qualities,scene_appearance,Context-aware_Related_CA-R,laborer,71.5416468885176,9,7.585564607620717e-12,4.173276949298453e-11
92_job_description_SDXL,ALL_TYPES,aesthetic_qualities,scene_appearance,Context-aware_Related_CA-R,lawyer,14.128486584977558,9,0.11782755606325615,0.1883352494138181
92_job_description_SDXL,ALL_TYPES,aesthetic_qualities,scene_appearance,Context-aware_Related_CA-R,librarian,3.6749549069918195,9,0.9314756034550313,1
92_job_description_SDXL,ALL_TYPES,aesthetic_qualities,scene_appearance,Context-aware_Related_CA-R,machinist,553.0747100883324,9,2.4398224595598877e-113,4.766823971673157e-112
92_job_description_SDXL,ALL_TYPES,aesthetic_qualities,scene_appearance,Context-aware_Related_CA-R,manager,47.207089643645624,9,3.5909998713410854e-7,1.4239484926718674e-6
92_job_description_SDXL,ALL_TYPES,aesthetic_qualities,scene_appearance,Context-aware_Related_CA-R,marketing_specialist,11.884973309028164,9,0.21987192751278303,0.32231097629074346
92_job_description_SDXL,ALL_TYPES,aesthetic_qualities,scene_appearance,Context-aware_Related_CA-R,mechanic,48.04551487706324,9,2.5045221893894256e-7,1.009458967029751e-6
92_job_description_SDXL,ALL_TYPES,aesthetic_qualities,scene_appearance,Context-aware_Related_CA-R,mover,324.83607684069375,9,1.3922571429966666e-64,2.1172676445890798e-63
92_job_description_SDXL,ALL_TYPES,aesthetic_qualities,scene_appearance,Context-aware_Related_CA-R,musician,187.43751443109537,9,1.4143489934191076e-35,1.5982702656858612e-34
92_job_description_SDXL,ALL_TYPES,aesthetic_qualities,scene_appearance,Context-aware_Related_CA-R,novelist,31.32846958533085,9,2.5996801679981665e-4,7.060625966092551e-4
92_job_description_SDXL,ALL_TYPES,aesthetic_qualities,scene_appearance,Context-aware_Related_CA-R,nurse,26.15721819380356,9,0.0019253974373832777,0.004577088087704095
92_job_description_SDXL,ALL_TYPES,aesthetic_qualities,scene_appearance,Context-aware_Related_CA-R,optician,116.5600335012709,9,6.751413764180786e-21,5.4017608074047205e-20
92_job_description_SDXL,ALL_TYPES,aesthetic_qualities,scene_appearance,Context-aware_Related_CA-R,paramedic,23.359641952555123,9,0.0054371946367558245,0.011875431219621774
92_job_description_SDXL,ALL_TYPES,aesthetic_qualities,scene_appearance,Context-aware_Related_CA-R,pharmacist,21.773667726062133,9,0.009624640110735404,0.019968683655001828
92_job_description_SDXL,ALL_TYPES,aesthetic_qualities,scene_appearance,Context-aware_Related_CA-R,photographer,268.1001036910277,9,1.4927755541872352e-52,2.0818757606933197e-51
92_job_description_SDXL,ALL_TYPES,aesthetic_qualities,scene_appearance,Context-aware_Related_CA-R,physician,19.922979934007888,9,0.018393717865879334,0.035814510359965274
92_job_description_SDXL,ALL_TYPES,aesthetic_qualities,scene_appearance,Context-aware_Related_CA-R,physicist,11.452767460666118,9,0.24594532297269756,0.3554062572649799
92_job_description_SDXL,ALL_TYPES,aesthetic_qualities,scene_appearance,Context-aware_Related_CA-R,pilot,6.7488836602383975,9,0.6632456097586942,0.7851839330435225
92_job_description_SDXL,ALL_TYPES,aesthetic_qualities,scene_appearance,Context-aware_Related_CA-R,playwright,239.90764308402652,9,1.3439171071769474e-46,1.7464813679176786e-45
92_job_description_SDXL,ALL_TYPES,aesthetic_qualities,scene_appearance,Context-aware_Related_CA-R,plumber,17.506571575384417,9,0.04134941520405751,0.07410236820000025
92_job_description_SDXL,ALL_TYPES,aesthetic_qualities,scene_appearance,Context-aware_Related_CA-R,poet,55.95739501085398,9,7.997857913748811e-9,3.672249856864216e-8
92_job_description_SDXL,ALL_TYPES,aesthetic_qualities,scene_appearance,Context-aware_Related_CA-R,police_officer,3.515678157128257,9,0.9403108500605933,1
92_job_description_SDXL,ALL_TYPES,aesthetic_qualities,scene_appearance,Context-aware_Related_CA-R,politician,309.15555233937096,9,2.9783517561510902e-61,4.396785372204458e-60
92_job_description_SDXL,ALL_TYPES,aesthetic_qualities,scene_appearance,Context-aware_Related_CA-R,railway_conductor,20.9931423171463,9,0.01268090521840756,0.025657967458901074
92_job_description_SDXL,ALL_TYPES,aesthetic_qualities,scene_appearance,Context-aware_Related_CA-R,receptionist,168.07220680465474,9,1.5553111141965924e-31,1.605283204147313e-30
92_job_description_SDXL,ALL_TYPES,aesthetic_qualities,scene_appearance,Context-aware_Related_CA-R,researcher,10.458541691119377,9,0.3146536713922092,0.43662587599595176
92_job_description_SDXL,ALL_TYPES,aesthetic_qualities,scene_appearance,Context-aware_Related_CA-R,salesperson,141.07270127679965,9,6.194809840046479e-26,5.640433545443593e-25
92_job_description_SDXL,ALL_TYPES,aesthetic_qualities,scene_appearance,Context-aware_Related_CA-R,scientist,8.346914482704312,9,0.4995986952032479,0.6316418055362997
92_job_description_SDXL,ALL_TYPES,aesthetic_qualities,scene_appearance,Context-aware_Related_CA-R,screenwriter,73.71977318936112,9,2.8268121377529046e-12,1.5888314354853648e-11
92_job_description_SDXL,ALL_TYPES,aesthetic_qualities,scene_appearance,Context-aware_Related_CA-R,sculptor,12.035715039984474,9,0.2113033443410644,0.311721497147112
92_job_description_SDXL,ALL_TYPES,aesthetic_qualities,scene_appearance,Context-aware_Related_CA-R,seamstress,106.39766070670888,9,7.943654693789466e-19,5.971316942036131e-18
92_job_description_SDXL,ALL_TYPES,aesthetic_qualities,scene_appearance,Context-aware_Related_CA-R,secretary,17.506571575384417,9,0.04134941520405751,0.07410236820000025
92_job_description_SDXL,ALL_TYPES,aesthetic_qualities,scene_appearance,Context-aware_Related_CA-R,sewer,2578.583739794323,9,0,0
92_job_description_SDXL,ALL_TYPES,aesthetic_qualities,scene_appearance,Context-aware_Related_CA-R,sheriff,11.617492638693392,9,0.23574194725848327,0.3422408059641183
92_job_description_SDXL,ALL_TYPES,aesthetic_qualities,scene_appearance,Context-aware_Related_CA-R,singer,181.2615137098192,9,2.762430336515329e-34,3.0298420711370814e-33
92_job_description_SDXL,ALL_TYPES,aesthetic_qualities,scene_appearance,Context-aware_Related_CA-R,social_worker,13.035478632777563,9,0.1610074527313077,0.24677643353760295
92_job_description_SDXL,ALL_TYPES,aesthetic_qualities,scene_appearance,Context-aware_Related_CA-R,software_engineer,10.492732385807297,9,0.312086206771508,0.4335001530847758
92_job_description_SDXL,ALL_TYPES,aesthetic_qualities,scene_appearance,Context-aware_Related_CA-R,soldier,20.61310796884495,9,0.014483586210407719,0.028903145399410655
92_job_description_SDXL,ALL_TYPES,aesthetic_qualities,scene_appearance,Context-aware_Related_CA-R,stage_manager,50.68685407288282,9,7.998948965489804e-8,3.3997515003471775e-7
92_job_description_SDXL,ALL_TYPES,aesthetic_qualities,scene_appearance,Context-aware_Related_CA-R,supervisor,49.12066546162235,9,1.575562073297234e-7,6.531462495249094e-7
92_job_description_SDXL,ALL_TYPES,aesthetic_qualities,scene_appearance,Context-aware_Related_CA-R,surgeon,21.773667726062133,9,0.009624640110735404,0.019968683655001828
92_job_description_SDXL,ALL_TYPES,aesthetic_qualities,scene_appearance,Context-aware_Related_CA-R,tailor,31.386997230591987,9,2.5401068240741133e-4,6.909767278808648e-4
92_job_description_SDXL,ALL_TYPES,aesthetic_qualities,scene_appearance,Context-aware_Related_CA-R,taxi_driver,142.163501940258,9,3.687252062342447e-26,3.3751932698731235e-25
92_job_description_SDXL,ALL_TYPES,aesthetic_qualities,scene_appearance,Context-aware_Related_CA-R,teacher,18.99760771357605,9,0.02521324384495874,0.04769607244336373
92_job_description_SDXL,ALL_TYPES,aesthetic_qualities,scene_appearance,Context-aware_Related_CA-R,train_driver,3.4806321498296255,9,0.9421651522984377,1
92_job_description_SDXL,ALL_TYPES,aesthetic_qualities,scene_appearance,Context-aware_Related_CA-R,truck_driver,598.1749924463965,9,5.160542397393508e-123,1.0513532575402403e-121
92_job_description_SDXL,ALL_TYPES,aesthetic_qualities,scene_appearance,Context-aware_Related_CA-R,waiter,66.28095498852667,9,8.123594436693e-11,4.2356273242258877e-10
92_job_description_SDXL,ALL_TYPES,aesthetic_qualities,scene_appearance,Context-aware_Related_CA-R,waitress,11.469944089241453,9,0.24486592165093563,0.3541677925801138
92_job_description_SDXL,ALL_TYPES,aesthetic_qualities,scene_appearance,Context-aware_Related_CA-R,web_developer,31.249021442798398,9,2.6827445963844036e-4,7.251780776296574e-4
92_job_description_SDXL,ALL_TYPES,aesthetic_qualities,scene_appearance,Context-aware_Related_CA-R,welder,1375.6160863554421,9,1.4337245800451197e-290,4.640398386055468e-289
92_job_description_SDXL,ALL_TYPES,aesthetic_qualities,scene_appearance,Context-aware_Related_CA-R,writer,9.109531963644107,9,0.4272255318758413,0.5550308068614194
92_job_description_SDXL,ALL_TYPES,aesthetic_qualities,scene_appearance,Context-aware_Unrelated_CA-U,accountant,8.331314045980363,9,0.5011331758369435,0.632835578497271
92_job_description_SDXL,ALL_TYPES,aesthetic_qualities,scene_appearance,Context-aware_Unrelated_CA-U,actor,4.479565235384495,9,0.8771163982038026,0.9669700960660687
92_job_description_SDXL,ALL_TYPES,aesthetic_qualities,scene_appearance,Context-aware_Unrelated_CA-U,analyst,3.6888380929937967,9,0.9306740240201025,1
92_job_description_SDXL,ALL_TYPES,aesthetic_qualities,scene_appearance,Context-aware_Unrelated_CA-U,architect,125.53165985793639,9,9.818262469182527e-23,8.280357639938891e-22
92_job_description_SDXL,ALL_TYPES,aesthetic_qualities,scene_appearance,Context-aware_Unrelated_CA-U,artist,7.818271660176344,9,0.5525588779020983,0.6771392335714099
92_job_description_SDXL,ALL_TYPES,aesthetic_qualities,scene_appearance,Context-aware_Unrelated_CA-U,assistant,20.296311302665448,9,0.01616926743119462,0.03196215873642688
92_job_description_SDXL,ALL_TYPES,aesthetic_qualities,scene_appearance,Context-aware_Unrelated_CA-U,athlete,3.119897464657811,9,0.9593509386178376,1
92_job_description_SDXL,ALL_TYPES,aesthetic_qualities,scene_appearance,Context-aware_Unrelated_CA-U,attendant,406.3780951734136,9,5.965308967826724e-82,1.0151677582747979e-80
92_job_description_SDXL,ALL_TYPES,aesthetic_qualities,scene_appearance,Context-aware_Unrelated_CA-U,auditor,10.17099625532848,9,0.33682038388905455,0.45877535852253787
92_job_description_SDXL,ALL_TYPES,aesthetic_qualities,scene_appearance,Context-aware_Unrelated_CA-U,baker,120.5505184974774,9,1.0307548546069679e-21,8.427821151538572e-21
92_job_description_SDXL,ALL_TYPES,aesthetic_qualities,scene_appearance,Context-aware_Unrelated_CA-U,bartender,22.48893879185205,9,0.007452041585623413,0.015871904812488704
92_job_description_SDXL,ALL_TYPES,aesthetic_qualities,scene_appearance,Context-aware_Unrelated_CA-U,biologist,12.219631035456862,9,0.20120887492152148,0.29821470886502327
92_job_description_SDXL,ALL_TYPES,aesthetic_qualities,scene_appearance,Context-aware_Unrelated_CA-U,blacksmith,61.651432375538214,9,6.435354963034727e-10,3.1905225154883732e-9
92_job_description_SDXL,ALL_TYPES,aesthetic_qualities,scene_appearance,Context-aware_Unrelated_CA-U,bus_driver,12.219631035456862,9,0.20120887492152148,0.29821470886502327
92_job_description_SDXL,ALL_TYPES,aesthetic_qualities,scene_appearance,Context-aware_Unrelated_CA-U,carpenter,8.875364635165027,9,0.4488578858271974,0.5784904713358184
92_job_description_SDXL,ALL_TYPES,aesthetic_qualities,scene_appearance,Context-aware_Unrelated_CA-U,cashier,19.916139653626413,9,0.01843704863322826,0.035890732212255735
92_job_description_SDXL,ALL_TYPES,aesthetic_qualities,scene_appearance,Context-aware_Unrelated_CA-U,ceo,47.0139199878486,9,3.901296446448607e-7,1.539872048835237e-6
92_job_description_SDXL,ALL_TYPES,aesthetic_qualities,scene_appearance,Context-aware_Unrelated_CA-U,chef,30.56211094504554,9,3.5182244178400083e-4,9.307776320732188e-4
92_job_description_SDXL,ALL_TYPES,aesthetic_qualities,scene_appearance,Context-aware_Unrelated_CA-U,chemist,22.76932500431127,9,0.0067356979545269,0.014475590417433529
92_job_description_SDXL,ALL_TYPES,aesthetic_qualities,scene_appearance,Context-aware_Unrelated_CA-U,chief,10.846948369677667,9,0.2863459680464358,0.40321611688298803
92_job_description_SDXL,ALL_TYPES,aesthetic_qualities,scene_appearance,Context-aware_Unrelated_CA-U,cleaner,4.166824424940382,9,0.9000932542642454,0.9779199302516063
92_job_description_SDXL,ALL_TYPES,aesthetic_qualities,scene_appearance,Context-aware_Unrelated_CA-U,clerk,11.994643600741188,9,0.21361144177406086,0.3142077407127628
92_job_description_SDXL,ALL_TYPES,aesthetic_qualities,scene_appearance,Context-aware_Unrelated_CA-U,coach,738.2688707650217,9,4.079242338686568e-153,9.183113264807007e-152
92_job_description_SDXL,ALL_TYPES,aesthetic_qualities,scene_appearance,Context-aware_Unrelated_CA-U,comedian,7.818271660176344,9,0.5525588779020983,0.6771392335714099
92_job_description_SDXL,ALL_TYPES,aesthetic_qualities,scene_appearance,Context-aware_Unrelated_CA-U,constructor,4.022564185545752,9,0.9099211338977795,0.9852788240678266
92_job_description_SDXL,ALL_TYPES,aesthetic_qualities,scene_appearance,Context-aware_Unrelated_CA-U,cook,8.683100258232441,9,0.46702591827547674,0.5969883730815501
92_job_description_SDXL,ALL_TYPES,aesthetic_qualities,scene_appearance,Context-aware_Unrelated_CA-U,counselor,52.14246755738563,9,4.2483769738028444e-8,1.8338364018272268e-7
92_job_description_SDXL,ALL_TYPES,aesthetic_qualities,scene_appearance,Context-aware_Unrelated_CA-U,dancer,68.1212474118269,9,3.551985013142691e-11,1.8969723199081484e-10
92_job_description_SDXL,ALL_TYPES,aesthetic_qualities,scene_appearance,Context-aware_Unrelated_CA-U,data_scientist,12.219631035456862,9,0.20120887492152148,0.29821470886502327
92_job_description_SDXL,ALL_TYPES,aesthetic_qualities,scene_appearance,Context-aware_Unrelated_CA-U,dentist,23.846885767478163,9,0.004550059114227164,0.010085591868606443
92_job_description_SDXL,ALL_TYPES,aesthetic_qualities,scene_appearance,Context-aware_Unrelated_CA-U,designer,4.166824424940382,9,0.9000932542642454,0.9779199302516063
92_job_description_SDXL,ALL_TYPES,aesthetic_qualities,scene_appearance,Context-aware_Unrelated_CA-U,detective,28.18861113567334,9,8.870421990669301e-4,0.002212317807908421
92_job_description_SDXL,ALL_TYPES,aesthetic_qualities,scene_appearance,Context-aware_Unrelated_CA-U,developer,6.732320981373426,9,0.6649658663904311,0.7866775497973417
92_job_description_SDXL,ALL_TYPES,aesthetic_qualities,scene_appearance,Context-aware_Unrelated_CA-U,doctor,12.24345738084951,9,0.19992973850121576,0.29708894094333466
92_job_description_SDXL,ALL_TYPES,aesthetic_qualities,scene_appearance,Context-aware_Unrelated_CA-U,driver,3.515678157128257,9,0.9403108500605933,1
92_job_description_SDXL,ALL_TYPES,aesthetic_qualities,scene_appearance,Context-aware_Unrelated_CA-U,editor,240.54836048757977,9,9.846058425597979e-47,1.283429226692308e-45
92_job_description_SDXL,ALL_TYPES,aesthetic_qualities,scene_appearance,Context-aware_Unrelated_CA-U,electrician,4.974992010802015,9,0.8364827950539145,0.9334521120449422
92_job_description_SDXL,ALL_TYPES,aesthetic_qualities,scene_appearance,Context-aware_Unrelated_CA-U,engineer,6.732320981373426,9,0.6649658663904311,0.7866775497973417
92_job_description_SDXL,ALL_TYPES,aesthetic_qualities,scene_appearance,Context-aware_Unrelated_CA-U,entrepreneur,4.479565235384495,9,0.8771163982038026,0.9669700960660687
92_job_description_SDXL,ALL_TYPES,aesthetic_qualities,scene_appearance,Context-aware_Unrelated_CA-U,factory_worker,7.240496061059496,9,0.6120959525636318,0.7350417289752771
92_job_description_SDXL,ALL_TYPES,aesthetic_qualities,scene_appearance,Context-aware_Unrelated_CA-U,farmer,4.166824424940382,9,0.9000932542642454,0.9779199302516063
92_job_description_SDXL,ALL_TYPES,aesthetic_qualities,scene_appearance,Context-aware_Unrelated_CA-U,film_director,4.297615032532574,9,0.8907554702069522,0.9777953729800737
92_job_description_SDXL,ALL_TYPES,aesthetic_qualities,scene_appearance,Context-aware_Unrelated_CA-U,firefighter,5.837157827463182,9,0.7560991551878893,0.8711798030691196
92_job_description_SDXL,ALL_TYPES,aesthetic_qualities,scene_appearance,Context-aware_Unrelated_CA-U,flight_attendant,6.732320981373426,9,0.6649658663904311,0.7866775497973417
92_job_description_SDXL,ALL_TYPES,aesthetic_qualities,scene_appearance,Context-aware_Unrelated_CA-U,game_developer,9.094887990320013,9,0.42856173897673744,0.5565138584713818
92_job_description_SDXL,ALL_TYPES,aesthetic_qualities,scene_appearance,Context-aware_Unrelated_CA-U,guard,31.32846958533085,9,2.5996801679981665e-4,7.060625966092551e-4
92_job_description_SDXL,ALL_TYPES,aesthetic_qualities,scene_appearance,Context-aware_Unrelated_CA-U,hairdresser,3.1906551096663818,9,0.9562537528608512,1
92_job_description_SDXL,ALL_TYPES,aesthetic_qualities,scene_appearance,Context-aware_Unrelated_CA-U,housekeeper,36.8954539730032,9,2.747312494660487e-5,8.581099514458484e-5
92_job_description_SDXL,ALL_TYPES,aesthetic_qualities,scene_appearance,Context-aware_Unrelated_CA-U,janitor,18.333701775430296,9,0.03149355945053033,0.0581779580889939
92_job_description_SDXL,ALL_TYPES,aesthetic_qualities,scene_appearance,Context-aware_Unrelated_CA-U,journalist,18.84215728151965,9,0.026568951515681193,0.0499084312636876
92_job_description_SDXL,ALL_TYPES,aesthetic_qualities,scene_appearance,Context-aware_Unrelated_CA-U,judge,246.34436815061184,9,5.896104984030237e-48,7.804150069140022e-47
92_job_description_SDXL,ALL_TYPES,aesthetic_qualities,scene_appearance,Context-aware_Unrelated_CA-U,laborer,12.035715039984474,9,0.2113033443410644,0.311721497147112
92_job_description_SDXL,ALL_TYPES,aesthetic_qualities,scene_appearance,Context-aware_Unrelated_CA-U,lawyer,16.105578824543333,9,0.06470929310823756,0.11053806153940521
92_job_description_SDXL,ALL_TYPES,aesthetic_qualities,scene_appearance,Context-aware_Unrelated_CA-U,librarian,59.902011482611854,9,1.4002472578916605e-9,6.769966590156016e-9
92_job_description_SDXL,ALL_TYPES,aesthetic_qualities,scene_appearance,Context-aware_Unrelated_CA-U,machinist,4.974992010802015,9,0.8364827950539145,0.9334521120449422
92_job_description_SDXL,ALL_TYPES,aesthetic_qualities,scene_appearance,Context-aware_Unrelated_CA-U,manager,4.949871922202262,9,0.8386559633580813,0.9347896426546032
92_job_description_SDXL,ALL_TYPES,aesthetic_qualities,scene_appearance,Context-aware_Unrelated_CA-U,marketing_specialist,4.924413895772275,9,0.8408468621254133,0.9362320786549572
92_job_description_SDXL,ALL_TYPES,aesthetic_qualities,scene_appearance,Context-aware_Unrelated_CA-U,mechanic,2.7011179502473137,9,0.9749767802842798,1
92_job_description_SDXL,ALL_TYPES,aesthetic_qualities,scene_appearance,Context-aware_Unrelated_CA-U,mover,12.219631035456862,9,0.20120887492152148,0.29821470886502327
92_job_description_SDXL,ALL_TYPES,aesthetic_qualities,scene_appearance,Context-aware_Unrelated_CA-U,musician,6.3974257588143795,9,0.699576952526106,0.8208305775398647
92_job_description_SDXL,ALL_TYPES,aesthetic_qualities,scene_appearance,Context-aware_Unrelated_CA-U,novelist,10.17099625532848,9,0.33682038388905455,0.45877535852253787
92_job_description_SDXL,ALL_TYPES,aesthetic_qualities,scene_appearance,Context-aware_Unrelated_CA-U,nurse,23.359641952555123,9,0.0054371946367558245,0.011875431219621774
92_job_description_SDXL,ALL_TYPES,aesthetic_qualities,scene_appearance,Context-aware_Unrelated_CA-U,optician,94.02426019649458,9,2.528228239529901e-16,1.7347690888358369e-15
92_job_description_SDXL,ALL_TYPES,aesthetic_qualities,scene_appearance,Context-aware_Unrelated_CA-U,paramedic,16.105578824543333,9,0.06470929310823756,0.11053806153940521
92_job_description_SDXL,ALL_TYPES,aesthetic_qualities,scene_appearance,Context-aware_Unrelated_CA-U,pharmacist,3.951966680123148,9,0.9145453962910802,0.9894116881923051
